User,Comment Date,Comment
مهرنوش صویلاتی,۱۳۹۹-۰۵-۱۶,آبرسان ایرانی خوب من پوستم چرب وحساسه عموما کرم خارجی مصرف میکنم اما اینو استفاده کردم نسبت به قیمتش کیفیت بالایی داره خصوصا اگر پوستتون خشک باشه و تو زمستون باشه خدا کنه با همین کیفیت تولیداتشون رو ادامه بدن
الهه مهدوی,۱۳۹۹-۰۵-۰۳,آبرسان و مرطوب کننده ی خوب و سبکیه من بیشتر به عنوان مرطوب کننده ازش استفاده می کنم و راضیم ازش. صورت رو چرب نمی کنه و سریع جذب میشه و بافت رقیقی داره البته من مدل پمپی این مرطوب کننده رو هم گرفتم که بافتش کمی سفت تره و من این یکی رو بیشتر دوست داشتم خیلی حالت آبکی تری داشت
ملیکا فراهانی,۱۴۰۱-۰۶-۰۵,من پوست چرب وملتهبی دارم این ضد جوش یکی از بهترین محصولاتی بوده که تاحالا استفاده کردم حجم متوسطی داره ومن 4ماه ازش استفاده کردم وصورتم خیییییلی خوب شد نمیزاره دوباره جوش بزنید بافت نرمی داره من از خرید این محصول راضی بودم
نازنین کربلایی,۱۴۰۱-۰۶-۰۳,این کرم حالت درمانی داره ، کرمی نیستش که روی جوش بزنی که بره، برای درمان هست و فقط شب ها باید روی پوست تمیز بزنی ، من دکتر برام این کرم رو تجویز کرد و خیلی تاثیر داشت باعث شد لک های صورتم کمتر بشه، چربی پوستم کنترل بشه و کمتر جوش بزنم
مهسا حسنخانی,۱۴۰۱-۰۶-۰۲,من وقتی تغذیه ام نادرست میشه بیشتر جوش میزنم ولی با استفاده از این محصول جوشهای روزمره ای که میزدم خیلی کمتر شده.ازش راضیم از بسته بندی و سر موقع رسیدن محصولات روژا هم خیلی راضیم و ازشون کمال تشکر رو دارم.
ازیتا فقیه عبدالهی,۱۴۰۱-۰۵-۳۰,عالی،روژا فوق العاده ای⭐️💫
پروانه فروغی,۱۴۰۱-۰۲-۲۹,ضد جوش خوبیه و سریع جوشا رو خشک میکنه و باعث میشه چربی کنترل شه راضی بودم
پیرقدیم,۱۴۰۱-۰۱-۱۸,واقعا عالیه رو دستش کرم ندیدم اصلا چرب نمیکنه آبرسان خوبیه
روژان سهرابی,۱۴۰۰-۱۲-۱۰,این محصول رو شما باتخفیف گذاشتید تقریبا ۱۲۹ درصورتی که من بدون تخفیف باهمین قیمت ازداروخانه خریدم پس این یعنی تخفیف تون الکیه وما نباید اطمینان کنیم
ثمین زری باف,۱۴۰۰-۱۱-۲۹,+جلوگیری کنندگیش از جوش خوبه _برای جوش تازه تاثیری نداره _برای منافذ هیلی تاثیری ندیدم +کنترل کننده چربی خوبی هم هست من زیر ارایش و یا شب ها قبل خواب به بیشتر صورتم میزنم برای جوش نزدن ولی تاثیر خاصی روی جوش تازه و التهاب جوش ندیدم
مهسا منصوری,۱۴۰۰-۱۱-۲۵,من اولش به همه جای صورتم زدم بعد حس کردم ک جوش داره اضافه میشه . از اون ب بعد فقط روی جای جوشها زدم ولی اثر خاصی نداشت متاسفانه. توی نظرها تعریف زیاد بود ازش اما خب پوست ها متفاوته و تا امتحان نکنه هر کسی متوجه نمیشه ک چی براش خوبه
مینا ملک زاده,۱۴۰۰-۱۰-۲۸,من بعد از خرید و استفاده این کرم جوشهای افتضاحی رو صورتم نمایان شد ، جوشهایی که در یکی دو سال اخیر نزده بودم
فریده آرشیا,۱۴۰۰-۰۹-۱۵,این محصول رو به توصیه مشاور رژا خریدم برای کنترل چربی صورت و بستن منافذ باز پوست. برای کنترل چربی خوبه ولی برای منافذ پوست، تغییری ندیدم. شاید در بلند مدت تغییر حاصل بشه. البته من دو بار از این محصول خرید کردم.
آتوسا اسعدي,۱۴۰۰-۰۹-۱۵,اين محصول جز خريدهاى هميشگى من شده بسيار سبك براى پوست مختلط و نرمال كه مستعد جوش باشه استفاده كرديم و عاليه هر كرمى داريد ايم هم بخريد و روش بزنيد زير ارايش ام باعث ميشه جوش نزنيد سريع جذب ميشه
یلدا غلامی,۱۴۰۰-۰۹-۱۵,من که خیلی راضی هستم
مهسا افضلی,۱۴۰۰-۰۹-۱۵,به مرور جوش و التهابات جای جوش رو از بین میبره و چربی پوست رو کنترل میکنه
Helina Sh,۱۴۰۰-۰۹-۱۵,من این کرمو خریدم چند ماهم دارم استفاده میکنم میزان جوشهای صورتم واقعا کم شده
صدف نصیری قجری,۱۴۰۰-۰۸-۱۶,من از این کرم استفاده کردم بهترین نحوه ی مصرف به ایم صورت که شب به پوست تمیز و به قسمت هایی که جوش زدین بزنید در طول روز با کرم های دیگه مصرف میشه تاثیر زیادی نداره
صدف کریمی,۱۴۰۰-۰۵-۳۰,زود جذب پوست میشه. به عنوان ضد جوش و کنترل کننده چربی خوب عمل میکنه، اما تاثیر زیادی رو منافذ باز صورت نداره، حجمشم اوکیه با توجه به اینکه بیشتر رو نقاط تی زون و جوش استفاده میشه در کل محصول خوبیه به نسبت نمونه های ایرانی که تو بازار هستند.
مریم عبادیان,۱۴۰۰-۰۵-۲۹,محصولات درماتیپیک به نظرم جز بهترین محصولات ایرانی عستند از نظر کیفیت محصول و بسته بندی هیچ چیزی لز برندهای معتبر فرانسوی کم ندارند و من عاشق این برند شدم واقعا عالیه و کاملا یک لاین درمانی محسوب میشه
شبنم کبیری,۱۴۰۰-۰۵-۲۷,طول کشید راهش رو پیدا کنم اینو اگه شب ها بزنید صبح معجزه اش رو میبیند اونم به تنهایی . تو طول روز که با بقیه کرم ها زدم اثرش خنثی میشه
سمیه سرلک,۱۴۰۰-۰۵-۲۵,محصول خوبی هست و برای من بسیار عالی عمل کرده به پیشنهاد رژا شاپ خریدم و راضی هستم.
فرناز سقراطی,۱۴۰۰-۰۵-۲۵,یکی از بهترین کرمها برای کنترل جوش که تا حالا استفاده کردم، مرسی روژا
هدا صادقیان,۱۴۰۰-۰۵-۲۴,برای پسرم گرفتم چون در سن بلوغ جوشهای صورتش خیلی زیاد شد و اثرگذار بود
فاطمه فرجي,۱۴۰۰-۰۵-۲۴,من یه مدت جوش های هورمونی زیادی روی صورتم داشتم که دائم سرخ و ملتهب بودن،با توصیه مشاوران روژا این کرم رو خریدم که عالی بود و ظرف یک هفته سرخی و التهاب محو شد،و تا یک ماه کاملا جوش ها رو درمان میکنه
کیمیا حاجی زاده,۱۴۰۰-۰۵-۱۴,روی منافذ و جوش های سرسیاه هیچ تاثیری نداره. از زدن جوش جدید به نظرم جلوگیری کرد ولی.
زینب جهانگیرثانی,۱۴۰۰-۰۴-۰۳,خوب
دلارام امیرانی,۱۴۰۰-۰۴-۰۱,بعد دو سه هفته تاثیرش رو دیدم. فقط شبها استفاده میکنم. میشه هم به کل صورت زد هم نقطه ای روی جوش
شبنم مؤذنى,۱۴۰۰-۰۴-۰۱,به پيشنهاد مشاور روژا خريدم و خوب بود.من خيلى جوش نداشتم و يه وقتايى ميزدم كه با چندبار استفاده از اين محصول كنترل شد.
آنیتا زراعت کار,۱۴۰۰-۰۳-۳۰,من این کرمو حدودا 4 الی 5 روزه استفاده میکنم و بنظرم خوب کار کرد صورتم قرمز بود و جوشای ریز داشت که باعث شد قرمزیم بره و جوشام خیلییی کم شده البته کرم های درمانی توی طولانی مدت تاثیرشونو نشون میدن ولی این کرم خوب بود خیلی
Hoda Golshani,۱۴۰۰-۰۳-۲۸,من صورت خیلی چربی دارن در واقع همون سبوم . تو کنترل چربی عالی عمل کرده تو سه روز کاملا مشخص شد عملکردش روی جوش و جای جوش هم تأثیر داره اما کنترل چربیش خیلی محسوستره👍🏼
مهین درخشان,۱۴۰۰-۰۳-۲۶,وای عالیه عالیه . اصلا نمیتونم بگم که چقدر چانه منو خوب کرد. البته نمیگم کاملا کنترل میکنه اما خیلی خوبه خیلی
مهتاب بینا,۱۴۰۰-۰۳-۲۶,تاثیر آنچنانی برای من نداشت ولی بعد از شیو‌زدم از جوش زدن جلوگیری کرد ولی برای درمان جوش تاثیری نداشت
سروین نامدار,۱۴۰۰-۰۳-۲۵,اين محصول سبك و زود جذب هست،بوى معمولى دارد،براى من ايجاد حساسيت نكرد،اما بايد مدتي استفاده شود تا جواب دهد
شقایق توکلی نیا,۱۴۰۰-۰۳-۲۵,در اطراف گونه من خیلی زیاد جوش ملتهب میزد واقعا این کرم برای من معجزه کرد و خیلی زود هم جوش هام خشک شد و هم جای جوش باقی نموند.
زهرا شمس,۱۴۰۰-۰۳-۲۵,من روی جوشام ک‌میزنم روند خوب شدن و خشک شدنشو خیلی سریع تر میکنه هر حوشی ک میزدم قبلا یک ماه طول میکشید تا خوب شه با این محصول چهار پنج روز شده و میتونم بکم عالیه البته من فقط وقتی جوش میزنم روی اونها میزنم نمیدونم باید رو‌کل صورت زد یا نه
پردیس مهدی پور,۱۴۰۰-۰۳-۲۵,خیلی عالیه، این محصول بافت ژل کرمی داره و سریع جذب میشه، هفته ی اول استفاده تاثیرشو میشه دید واقعا کار می کنه. من پوستم چرب و پر از جوش‌های ملتهبه ولی وقتی مرتب استفاده کنی التهاب جوش‌ها خیلی کم میشه. بوی تیزی نداره و خیلی ملایمه.ولی در کل از هیچ ضد جوشی نمیشه انتظار معجزه داشت، من جوش هام علل داخلی داره که دارم سعی می کنم برطرفش کنم ؛ در کنارش این محصول هم خیلی خیلی قوی کار کرد نسبت به بقیه محصولات به نظرم.
