User,Comment Date,Comment
Jones,"September 27, 2015","Let's be honest. Once you get a taste for fountain pens and all the possibility
they offer, you likely won't want to write with anything else. And, after your
first Pilot Preppy is dead and gone, you may hunger for something more
substantial. Still on the the cheaper end of the spectrum, Pilot nonetheless
offers a lovely solution in this, the Metropolitan.You can use this pen even on standard, crappy Mead paper or that standard one
dollar composition book that offers little but space to write--if you order the
EF nib. I have a single gripe related to its pricing. It IS something of a
throwaway pen. I am a sailor and have dropped the thing while rushing through
the passageways doing my best not to shouldercheck any of my shipmates--the feed
broke and the pen had to be replaced. I keep it at my desk now. If you want a
tougher, but lighter and more maintainable beginner's pen, consider the Lamy
Safari--about twice as many dollars, able to survive many, many more drops--or
just don't be a clumsy SOB like me. "
sappelget,"January 29, 2016","You want to buy a fountain pen, right? Because you've read all the cool websites
saying how writing with a fountain pen is great, how it feels good, how it looks
good.  But maybe you had a cheap pen in the past and it was a leaky disaster.Or you've looked at the prices and decided it just wasn't worth paying that much
money just to try a pen.THIS IS THE PEN FOR YOU!It's only about fifteen bucks. It writes great. It doesn't leak all over. It
looks great.Buy this pen."
brutus,"February 11, 2022","I ordered this pen a couple of weeks ago, and I've been using it ever since. 
I've been using it with Noodler's American Eel Black and fine point for doing
math.This is a very solid pen that works perfectly every time I pick it up. It has
the solidity expected of a metal pen without excessive weight.  It fits the hand
nicely and writes well both on the nicer papers (eg CaireFontaine) as well as
more standard ones.  It fits my front pocket nicely to carry around and the clip
is secure.This pen came with the squeeze refill system which works fine.If I were to recommend one pen for someone to buy and have great results the
first time out of the box, this is the one.  "
monte_king,"December 7, 2014","My new favorite pen!  Feels like I'm writing with a just sharpened pencil or
mechanical pencil that never gets dull!  A Must Have!"
thomas,"January 14, 2022","Unbelievable pen for the price.  Every time I use it I'm impressed with how
smooth the steel nib is to write with.  I have Montblanc's to Lamy's in my
collection and it's right up there with the Montblanc."
Chris,"June 24, 2021","Pilot doesn't disappoint; I had the silver Metropolitan, lost it and after
searching high and low, repurchased it again in black.  Love this pen just as
much.  I wish it came with an extra fine nib, but the fine nib is good, in fact
a better write than some pens which claim to be an extra fine nib."
Sydney Tomlinson,"June 9, 2021","What an incredible pen, not just for the price, just a wonderful pen in general."
grayihuck,"June 7, 2021",Used it out all the time.
rcozad,"May 11, 2021","A perfect beginner's or value pen; I like mine more still than a nicer pen that
I bought later. If I'm going to be journaling or writing a long letter, I like
to reach for my Metropolitan for an assuredly delightful experience. It writes
so smoothly and the fine nib is the perfect size for my tiny handwriting. As
many others have said, the pen looks so much more expensive than it was, and it
has a lovely weight in the hand without being too heavy."
Scott,"June 25, 2018","Pilot Metropolitans are the best bargains in fountain pens. The steel nibs write
smoothly without smudging. These pens are far better than TWSBIs or Lamys
costing 3 or 4 times as much.  Easier to use and more dependable than other
steel nibbled pens.  Money spent on a TWSBI is wasted when you can buy several
Metropolitans for the same price.  They perform better than my beloved Safaris.
For a steel nib, there is nothing better than a Pilot Metropolitan. "
ahock07,"September 11, 2017","inexpensive but excellent writer.  I got a converter, though, because the
bladder is just a huge pain to ""sort of"" fill."
dnjedwards,"August 13, 2017","I love the feel and look of this pen, but I find it to be scratchy and hard to
sustain a steady supply of ink (using cartridges).  I have begun storing my pen
cap-down in a jar on my desk so that gravity will assist in keeping the nib
primed.  I recently purchased a Lamy Safari to try out, and my whole family
agrees we find it to be a much more enjoyable pen than the Metropolitan."
sandstorm640,"July 11, 2017","Best under $25 fountain pen out there, bar none. Great nib, love the Japanese F
size and it is fairly durable as well. I would recommend not posting the cap
with this pen. It scratches the paint..."
soterios,"June 13, 2017","I am in love with this pen.  It is such a quality writing instrument.  I'm sure
the $100+ are even more awesome, but it has to be a diminishing returns thing. 
I love writing with this great pen!"
ryan.grattan,"June 28, 2016","Fantastic pen.  I ended up swapping the EF nib from a Pilot Penmanship into this
body.  Very easy to do.  Now, this is my go-to pen.  I'll be picking up another
Penmanship+Metropolitan combo and doing this again for sure!"
WilliamE,"June 28, 2016","I love my Metros.  I bought the black one here so I could use a second color of
ink.  Consistent ink delivery, and the nib favorably reminds me of the cheap
Varsity disposables I used in college, although the nib is finer on the Metros. 
I switched to fountain pens because they're easier on my hands (darn carpal
tunnel!) than ballpoints or gels.  The ink cartridges could last a little
longer, but that's my only complaint.I prefer the looks of my gold Metro that I bought elsewhere, but the matte black
looks very professional and matches my black Metro ballpoint perfectly."
kellsey_t,"March 23, 2016","Works great! I use it with Noodlers black waterproof ink. The only possible,
tiny issue is that the ink converter only holds a supply for a few days, but
that's probably because I use it so frequently for drawing. Overall it's a great
pen and I definitely recommend it! "
jimskcc,"March 3, 2016","The Metropolitan F is an exceptional performer belying its pedestrian
appearance. It's quickly become my go-to pen for F writing. It's amazingly
reliable. Never hardstarting, never skipping. It's metal but not too heavy.
Beautifully engineered. Feels comfortable for long writing sessions. A
remarkable value. A most underrated pen."
joelzenny,"February 2, 2016","I didn't expect a quality pen for this price, but I love this pen.  It's a
pleasure to write with, a quality product for a reasonable price.  "
sherripaustian,"October 19, 2015","Fast delivery and this pen is the best.  I use this pen for drawing and have
spent October working on 2 books...I'm still using the ink that it came with so
it's lasting a long time...the pen draws smooth and doesn't skip...I will
definitely recommend this pen to my family and friends."
